"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Gabapentin|Plasma (Peripheral Venous Blood) [µmol/l]"
62,13140,0.7334518
62,13155,0.7304042
62,13170,0.7273692
62,13185,0.7243469
62,13200,0.7213372
62,13215,0.71834
62,13230,0.7153552
62,13245,0.7123828
62,13260,0.7094228
62,13275,0.7064751
62,13290,0.7035396
62,13305,0.7006164
62,13320,0.6977052
62,13335,0.6948062
62,13350,0.6919192
62,13365,0.6890442
62,13380,0.6861812
62,13395,0.6833301
62,13410,0.6804909
62,13425,0.6776634
62,13440,0.6748477
62,13455,0.6720436
62,13470,0.6692513
62,13485,0.6664705
62,13500,0.6637013
62,13515,0.6609436
62,13530,0.6581974
62,13545,0.6554626
62,13560,0.6527391
62,13575,0.650027
62,13590,0.6473261
62,13605,0.6446365
62,13620,0.6419581
62,13635,0.6392908
62,13650,0.6366345
62,13665,0.6339893
62,13680,0.631355
62,13695,0.6287318
62,13710,0.6261194
62,13725,0.6235179
62,13740,0.6209273
62,13755,0.6183473
62,13770,0.6157781
62,13785,0.6132196
62,13800,0.6106717
62,13815,0.6081344
62,13830,0.6056077
62,13845,0.6030914
62,13860,0.6005856
62,13875,0.5980902
62,13890,0.5956052
62,13905,0.5931305
62,13920,0.5906661
62,13935,0.588212
62,13950,0.585768
62,13965,0.5833342
62,13980,0.5809105
62,13995,0.5784969
62,14010,0.5760933
62,14025,0.5736997
62,14040,0.571316
62,14055,0.5689422
62,14070,0.5665784
62,14085,0.5642243
62,14100,0.5618801
62,14115,0.5595455
62,14130,0.5572207
62,14145,0.5549055
62,14160,0.5526
62,14175,0.550304
62,14190,0.5480176
62,14205,0.5457406
62,14220,0.5434732
62,14235,0.5412151
62,14250,0.5389665
62,14265,0.5367271
62,14280,0.5344971
62,14295,0.5322764
62,14310,0.5300649
62,14325,0.5278625
62,14340,0.5256694
62,14355,0.5234853
62,14370,0.5213103
62,14385,0.5191444
62,14400,0.5169874
62,14415,0.5148395
62,14430,0.5127004
62,14445,0.5105702
62,14460,0.5084489
62,14475,0.5063365
62,14490,0.5042327
62,14505,0.5021377
62,14520,0.5000514
62,14535,0.4979739
62,14550,0.4959049
62,14565,0.4938445
62,14580,0.4917927
62,14595,0.4897494
62,14610,0.4877146
62,14625,0.4856883
62,14640,0.4836704
62,14655,0.4816608
62,14670,0.4796596
62,14685,0.4776668
62,14700,0.4756822
62,14715,0.4737058
62,14730,0.4717377
62,14745,0.4697778
62,14760,0.4678259
62,14775,0.4658822
62,14790,0.4639466
62,14805,0.4620191
62,14820,0.4600995
62,14835,0.4581879
62,14850,0.4562843
62,14865,0.4543885
62,14880,0.4525007
62,14895,0.4506207
62,14910,0.4487484
62,14925,0.446884
62,14940,0.4450274
62,14955,0.4431784
62,14970,0.4413371
62,14985,0.4395035
62,15000,0.4376775
62,15015,0.4358591
62,15030,0.4340482
62,15045,0.4322448
62,15060,0.430449
62,15075,0.4286606
62,15090,0.4268797
62,15105,0.4251061
62,15120,0.4233399
62,15135,0.4215811
62,15150,0.4198295
62,15165,0.4180853
62,15180,0.4163483
62,15195,0.4146185
62,15210,0.4128959
62,15225,0.4111804
62,15240,0.4094721
62,15255,0.4077709
62,15270,0.4060767
62,15285,0.4043896
62,15300,0.4027095
62,15315,0.4010364
62,15330,0.3993702
62,15345,0.3977109
62,15360,0.3960586
62,15375,0.3944131
62,15390,0.3927745
62,15405,0.3911426
62,15420,0.3895176
62,15435,0.3878992
62,15450,0.3862877
62,15465,0.3846828
62,15480,0.3830846
62,15495,0.381493
62,15510,0.379908
62,15525,0.3783296
62,15540,0.3767578
62,15555,0.3751925
62,15570,0.3736337
62,15585,0.3720814
62,15600,0.3705356
62,15615,0.3689961
62,15630,0.3674631
62,15645,0.3659364
62,15660,0.3644161
62,15675,0.362902
62,15690,0.3613943
62,15705,0.3598929
62,15720,0.3583977
62,15735,0.3569086
62,15750,0.3554258
62,15765,0.3539492
62,15780,0.3524787
62,15795,0.3510143
62,15810,0.3495559
62,15825,0.3481036
62,15840,0.3466574
62,15855,0.3452172
62,15870,0.3437829
62,15885,0.3423547
62,15900,0.3409323
63,0,0
63,3,0.000789926
63,6,0.01533966
63,9,0.06518696
63,12,0.1625632
63,15,0.3122551
63,18,0.5152204
63,21,0.7705353
63,24,1.07642
63,27,1.430736
